# x y z c
0.5284 0.207504 -0.5 0.66
0.5686 0.195568 -0.5 0.68
0.61 0.182 -0.5 0.7
0.6526 0.166752 -0.5 0.72
0.6964 0.149776 -0.5 0.74
0.7414 0.131024 -0.5 0.76
0.7876 0.110448 -0.5 0.78
0.835 0.088 -0.5 0.8
0.8836 0.063632 -0.5 0.82
0.9334 0.037296 -0.5 0.84
0.9844 0.008944 -0.5 0.86
1.0366 -0.021472 -0.5 0.88
1.09 -0.054 -0.5 0.9
1.1446 -0.088688 -0.5 0.92
1.2004 -0.125584 -0.5 0.94
1.2574 -0.164736 -0.5 0.96
1.3156 -0.206192 -0.5 0.98
1.375 -0.25 -0.5 1.0

1.329408 0.3088 -0.48 -1
1.272384 0.263816 -0.48 -0.98
1.216512 0.221184 -0.48 -0.96
1.161792 0.180856 -0.48 -0.94
1.108224 0.142784 -0.48 -0.92
1.055808 0.10692 -0.48 -0.9
1.004544 0.073216 -0.48 -0.88
0.954432 0.041624 -0.48 -0.86
0.905472 0.012096 -0.48 -0.84
0.857664 -0.015416 -0.48 -0.82
0.811008 -0.04096 -0.48 -0.8
0.765504 -0.064584 -0.48 -0.78
0.721152 -0.086336 -0.48 -0.76
0.677952 -0.106264 -0.48 -0.74
0.635904 -0.124416 -0.48 -0.72
0.595008 -0.14084 -0.48 -0.7
0.555264 -0.155584 -0.48 -0.68
0.516672 -0.168696 -0.48 -0.66
0.479232 -0.180224 -0.48 -0.64
0.442944 -0.190216 -0.48 -0.62
0.407808 -0.19872 -0.48 -0.6
0.373824 -0.205784 -0.48 -0.58
0.340992 -0.211456 -0.48 -0.56
0.309312 -0.215784 -0.48 -0.54
0.278784 -0.218816 -0.48 -0.52
0.249408 -0.2206 -0.48 -0.5
0.221184 -0.221184 -0.48 -0.48
0.194112 -0.220616 -0.48 -0.46
0.168192 -0.218944 -0.48 -0.44
0.143424 -0.216216 -0.48 -0.42
0.119808 -0.21248 -0.48 -0.4
0.097344 -0.207784 -0.48 -0.38
0.076032 -0.202176 -0.48 -0.36
0.055872 -0.195704 -0.48 -0.34
0.036864 -0.188416 -0.48 -0.32
0.019008 -0.18036 -0.48 -0.3
0.002304 -0.171584 -0.48 -0.28
-0.013248 -0.162136 -0.48 -0.26
-0.027648 -0.152064 -0.48 -0.24
-0.040896 -0.141416 -0.48 -0.22
-0.052992 -0.13024 -0.48 -0.2
-0.063936 -0.118584 -0.48 -0.18
-0.073728 -0.106496 -0.48 -0.16
-0.082368 -0.094024 -0.48 -0.14
-0.089856 -0.081216 -0.48 -0.12
-0.096192 -0.06812 -0.48 -0.1
-0.101376 -0.054784 -0.48 -0.08
-0.105408 -0.041256 -0.48 -0.06
-0.108288 -0.027584 -0.48 -0.04
-0.110016 -0.013816 -0.48 -0.02
-0.110592 4.26858548508e-16 -0.48 6.17561557448e-16
-0.110016 0.013816 -0.48 0.02
-0.108288 0.027584 -0.48 0.04
-0.105408 0.041256 -0.48 0.06
-0.101376 0.054784 -0.48 0.08
-0.096192 0.06812 -0.48 0.1
-0.089856 0.081216 -0.48 0.12
-0.082368 0.094024 -0.48 0.14
-0.073728 0.106496 -0.48 0.16
-0.063936 0.118584 -0.48 0.18
-0.052992 0.13024 -0.48 0.2
-0.040896 0.141416 -0.48 0.22
-0.027648 0.152064 -0.48 0.24
-0.013248 0.162136 -0.48 0.26
0.002304 0.171584 -0.48 0.28
0.019008 0.18036 -0.48 0.3
0.036864 0.188416 -0.48 0.32
0.055872 0.195704 -0.48 0.34
0.076032 0.202176 -0.48 0.36
0.097344 0.207784 -0.48 0.38
0.119808 0.21248 -0.48 0.4
0.143424 0.216216 -0.48 0.42
0.168192 0.218944 -0.48 0.44
0.194112 0.220616 -0.48 0.46
0.221184 0.221184 -0.48 0.48
0.249408 0.2206 -0.48 0.5
0.278784 0.218816 -0.48 0.52
0.309312 0.215784 -0.48 0.54
0.340992 0.211456 -0.48 0.56
0.373824 0.205784 -0.48 0.58
0.407808 0.19872 -0.48 0.6
0.442944 0.190216 -0.48 0.62
0.479232 0.180224 -0.48 0.64
0.516672 0.168696 -0.48 0.66
0.555264 0.155584 -0.48 0.68
0.595008 0.14084 -0.48 0.7
0.635904 0.124416 -0.48 0.72
0.677952 0.106264 -0.48 0.74
0.721152 0.086336 -0.48 0.76
0.765504 0.064584 -0.48 0.78
0.811008 0.04096 -0.48 0.8
0.857664 0.015416 -0.48 0.82
0.905472 -0.012096 -0.48 0.84
0.954432 -0.041624 -0.48 0.86
1.004544 -0.073216 -0.48 0.88
1.055808 -0.10692 -0.48 0.9
1.108224 -0.142784 -0.48 0.92
1.161792 -0.180856 -0.48 0.94
1.216512 -0.221184 -0.48 0.96
1.272384 -0.263816 -0.48 0.98
1.329408 -0.3088 -0.48 1.0

1.282664 0.3652 -0.46 -1
1.228016 0.319088 -0.46 -0.98
1.174472 0.275328 -0.46 -0.96
1.122032 0.233872 -0.46 -0.94
1.070696 0.194672 -0.46 -0.92
1.020464 0.15768 -0.46 -0.9
0.971336 0.122848 -0.46 -0.88
0.923312 0.090128 -0.46 -0.86
0.876392 0.059472 -0.46 -0.84
0.830576 0.030832 -0.46 -0.82
0.785864 0.00416 -0.46 -0.8
0.742256 -0.020592 -0.46 -0.78
0.699752 -0.043472 -0.46 -0.76
0.658352 -0.064528 -0.46 -0.74
0.618056 -0.083808 -0.46 -0.72
0.578864 -0.10136 -0.46 -0.7
0.540776 -0.117232 -0.46 -0.68
0.503792 -0.131472 -0.46 -0.66
0.467912 -0.144128 -0.46 -0.64
0.433136 -0.155248 -0.46 -0.62
0.399464 -0.16488 -0.46 -0.6
0.366896 -0.173072 -0.46 -0.58
0.335432 -0.179872 -0.46 -0.56
0.305072 -0.185328 -0.46 -0.54
0.275816 -0.189488 -0.46 -0.52
0.247664 -0.1924 -0.46 -0.5
0.220616 -0.194112 -0.46 -0.48
0.194672 -0.194672 -0.46 -0.46
0.169832 -0.194128 -0.46 -0.44
0.146096 -0.192528 -0.46 -0.42
0.123464 -0.18992 -0.46 -0.4
0.101936 -0.186352 -0.46 -0.38
0.081512 -0.181872 -0.46 -0.36
0.062192 -0.176528 -0.46 -0.34
0.043976 -0.170368 -0.46 -0.32
0.026864 -0.16344 -0.46 -0.3
0.010856 -0.155792 -0.46 -0.28
-0.004048 -0.147472 -0.46 -0.26
-0.017848 -0.138528 -0.46 -0.24
-0.030544 -0.129008 -0.46 -0.22
-0.042136 -0.11896 -0.46 -0.2
-0.052624 -0.108432 -0.46 -0.18
-0.062008 -0.097472 -0.46 -0.16
-0.070288 -0.086128 -0.46 -0.14
-0.077464 -0.074448 -0.46 -0.12
-0.083536 -0.06248 -0.46 -0.1
-0.088504 -0.050272 -0.46 -0.08
-0.092368 -0.037872 -0.46 -0.06
-0.095128 -0.025328 -0.46 -0.04
-0.096784 -0.012688 -0.46 -0.02
-0.097336 3.92028076668e-16 -0.46 6.17561557448e-16
-0.096784 0.012688 -0.46 0.02
-0.095128 0.025328 -0.46 0.04
-0.092368 0.037872 -0.46 0.06
-0.088504 0.050272 -0.46 0.08
-0.083536 0.06248 -0.46 0.1
-0.077464 0.074448 -0.46 0.12
-0.070288 0.086128 -0.46 0.14
-0.062008 0.097472 -0.46 0.16
-0.052624 0.108432 -0.46 0.18
-0.042136 0.11896 -0.46 0.2
-0.030544 0.129008 -0.46 0.22
-0.017848 0.138528 -0.46 0.24
-0.004048 0.147472 -0.46 0.26
0.010856 0.155792 -0.46 0.28
0.026864 0.16344 -0.46 0.3
0.043976 0.170368 -0.46 0.32
0.062192 0.176528 -0.46 0.34
0.081512 0.181872 -0.46 0.36
0.101936 0.186352 -0.46 0.38
0.123464 0.18992 -0.46 0.4
0.146096 0.192528 -0.46 0.42
0.169832 0.194128 -0.46 0.44
0.194672 0.194672 -0.46 0.46
0.220616 0.194112 -0.46 0.48
0.247664 0.1924 -0.46 0.5
0.275816 0.189488 -0.46 0.52
0.305072 0.185328 -0.46 0.54
0.335432 0.179872 -0.46 0.56
0.366896 0.173072 -0.46 0.58
0.399464 0.16488 -0.46 0.6
0.433136 0.155248 -0.46 0.62
0.467912 0.144128 -0.46 0.64
0.503792 0.131472 -0.46 0.66
0.540776 0.117232 -0.46 0.68
0.578864 0.10136 -0.46 0.7
0.618056 0.083808 -0.46 0.72
0.658352 0.064528 -0.46 0.74
0.699752 0.043472 -0.46 0.76
0.742256 0.020592 -0.46 0.78
0.785864 -0.00416 -0.46 0.8
0.830576 -0.030832 -0.46 0.82
0.876392 -0.059472 -0.46 0.84
0.923312 -0.090128 -0.46 0.86
0.971336 -0.122848 -0.46 0.88
1.020464 -0.15768 -0.46 0.9
1.070696 -0.194672 -0.46 0.92
1.122032 -0.233872 -0.46 0.94
1.174472 -0.275328 -0.46 0.96
1.228016 -0.319088 -0.46 0.98
1.282664 -0.3652 -0.46 1.0

1.234816 0.4192 -0.44 -1
1.182544 0.372008 -0.44 -0.98
1.131328 0.327168 -0.44 -0.96
1.081168 0.284632 -0.44 -0.94
1.032064 0.244352 -0.44 -0.92
0.984016 0.20628 -0.44 -0.9
0.937024 0.170368 -0.44 -0.88
0.891088 0.136568 -0.44 -0.86
0.846208 0.104832 -0.44 -0.84
0.802384 0.075112 -0.44 -0.82
0.759616 0.04736 -0.44 -0.8
0.717904 0.021528 -0.44 -0.78
0.677248 -0.002432 -0.44 -0.76
0.637648 -0.024568 -0.44 -0.74
0.599104 -0.044928 -0.44 -0.72
0.561616 -0.06356 -0.44 -0.7
0.525184 -0.080512 -0.44 -0.68
0.489808 -0.095832 -0.44 -0.66
0.455488 -0.109568 -0.44 -0.64
0.422224 -0.121768 -0.44 -0.62
0.390016 -0.13248 -0.44 -0.6
0.358864 -0.141752 -0.44 -0.58
0.328768 -0.149632 -0.44 -0.56
0.299728 -0.156168 -0.44 -0.54
0.271744 -0.161408 -0.44 -0.52
0.244816 -0.1654 -0.44 -0.5
0.218944 -0.168192 -0.44 -0.48
0.194128 -0.169832 -0.44 -0.46
0.170368 -0.170368 -0.44 -0.44
0.147664 -0.169848 -0.44 -0.42
0.126016 -0.16832 -0.44 -0.4
0.105424 -0.165832 -0.44 -0.38
0.085888 -0.162432 -0.44 -0.36
0.067408 -0.158168 -0.44 -0.34
0.049984 -0.153088 -0.44 -0.32
0.033616 -0.14724 -0.44 -0.3
0.018304 -0.140672 -0.44 -0.28
0.004048 -0.133432 -0.44 -0.26
-0.009152 -0.125568 -0.44 -0.24
-0.021296 -0.117128 -0.44 -0.22
-0.032384 -0.10816 -0.44 -0.2
-0.042416 -0.098712 -0.44 -0.18
-0.051392 -0.088832 -0.44 -0.16
-0.059312 -0.078568 -0.44 -0.14
-0.066176 -0.067968 -0.44 -0.12
-0.071984 -0.05708 -0.44 -0.1
-0.076736 -0.045952 -0.44 -0.08
-0.080432 -0.034632 -0.44 -0.06
-0.083072 -0.023168 -0.44 -0.04
-0.084656 -0.011608 -0.44 -0.02
-0.085184 3.58679752566e-16 -0.44 6.17561557448e-16
-0.084656 0.011608 -0.44 0.02
-0.083072 0.023168 -0.44 0.04
-0.080432 0.034632 -0.44 0.06
-0.076736 0.045952 -0.44 0.08
-0.071984 0.05708 -0.44 0.1
-0.066176 0.067968 -0.44 0.12
-0.059312 0.078568 -0.44 0.14
-0.051392 0.088832 -0.44 0.16
-0.042416 0.098712 -0.44 0.18
-0.032384 0.10816 -0.44 0.2
-0.021296 0.117128 -0.44 0.22
-0.009152 0.125568 -0.44 0.24
0.004048 0.133432 -0.44 0.26
0.018304 0.140672 -0.44 0.28
0.033616 0.14724 -0.44 0.3
0.049984 0.153088 -0.44 0.32
0.067408 0.158168 -0.44 0.34
0.085888 0.162432 -0.44 0.36
0.105424 0.165832 -0.44 0.38
0.126016 0.16832 -0.44 0.4
0.147664 0.169848 -0.44 0.42
0.170368 0.170368 -0.44 0.44
0.194128 0.169832 -0.44 0.46
0.218944 0.168192 -0.44 0.48
0.244816 0.1654 -0.44 0.5
0.271744 0.161408 -0.44 0.52
0.299728 0.156168 -0.44 0.54
0.328768 0.149632 -0.44 0.56
0.358864 0.141752 -0.44 0.58
0.390016 0.13248 -0.44 0.6
0.422224 0.121768 -0.44 0.62
0.455488 0.109568 -0.44 0.64
0.489808 0.095832 -0.44 0.66
0.525184 0.080512 -0.44 0.68
0.561616 0.06356 -0.44 0.7
0.599104 0.044928 -0.44 0.72
0.637648 0.024568 -0.44 0.74
0.677248 0.002432 -0.44 0.76
0.717904 -0.021528 -0.44 0.78
0.759616 -0.04736 -0.44 0.8
0.802384 -0.075112 -0.44 0.82
0.846208 -0.104832 -0.44 0.84
0.891088 -0.136568 -0.44 0.86
0.937024 -0.170368 -0.44 0.88
0.984016 -0.20628 -0.44 0.9
1.032064 -0.244352 -0.44 0.92
1.081168 -0.284632 -0.44 0.94
1.131328 -0.327168 -0.44 0.96
1.182544 -0.372008 -0.44 0.98
1.234816 -0.4192 -0.44 1.0

1.185912 0.4708 -0.42 -1
1.136016 0.422576 -0.42 -0.98
1.087128 0.376704 -0.42 -0.96
1.039248 0.333136 -0.42 -0.94
0.992376 0.291824 -0.42 -0.92
0.946512 0.25272 -0.42 -0.9
0.901656 0.215776 -0.42 -0.88
0.857808 0.180944 -0.42 -0.86
0.814968 0.148176 -0.42 -0.84
0.773136 0.117424 -0.42 -0.82
0.732312 0.08864 -0.42 -0.8
0.692496 0.061776 -0.42 -0.78
0.653688 0.036784 -0.42 -0.76
0.615888 0.013616 -0.42 -0.74
0.579096 -0.007776 -0.42 -0.72
0.543312 -0.02744 -0.42 -0.7
0.508536 -0.045424 -0.42 -0.68
0.474768 -0.061776 -0.42 -0.66
0.442008 -0.076544 -0.42 -0.64
0.410256 -0.089776 -0.42 -0.62
0.379512 -0.10152 -0.42 -0.6
0.349776 -0.111824 -0.42 -0.58
0.321048 -0.120736 -0.42 -0.56
0.293328 -0.128304 -0.42 -0.54
0.266616 -0.134576 -0.42 -0.52
0.240912 -0.1396 -0.42 -0.5
0.216216 -0.143424 -0.42 -0.48
0.192528 -0.146096 -0.42 -0.46
0.169848 -0.147664 -0.42 -0.44
0.148176 -0.148176 -0.42 -0.42
0.127512 -0.14768 -0.42 -0.4
0.107856 -0.146224 -0.42 -0.38
0.089208 -0.143856 -0.42 -0.36
0.071568 -0.140624 -0.42 -0.34
0.054936 -0.136576 -0.42 -0.32
0.039312 -0.13176 -0.42 -0.3
0.024696 -0.126224 -0.42 -0.28
0.011088 -0.120016 -0.42 -0.26
-0.001512 -0.113184 -0.42 -0.24
-0.013104 -0.105776 -0.42 -0.22
-0.023688 -0.09784 -0.42 -0.2
-0.033264 -0.089424 -0.42 -0.18
-0.041832 -0.080576 -0.42 -0.16
-0.049392 -0.071344 -0.42 -0.14
-0.055944 -0.061776 -0.42 -0.12
-0.061488 -0.05192 -0.42 -0.1
-0.066024 -0.041824 -0.42 -0.08
-0.069552 -0.031536 -0.42 -0.06
-0.072072 -0.021104 -0.42 -0.04
-0.073584 -0.010576 -0.42 -0.02
-0.074088 3.26813576201e-16 -0.42 6.17561557448e-16
-0.073584 0.010576 -0.42 0.02
-0.072072 0.021104 -0.42 0.04
-0.069552 0.031536 -0.42 0.06
-0.066024 0.041824 -0.42 0.08
-0.061488 0.05192 -0.42 0.1
-0.055944 0.061776 -0.42 0.12
-0.049392 0.071344 -0.42 0.14
-0.041832 0.080576 -0.42 0.16
-0.033264 0.089424 -0.42 0.18
-0.023688 0.09784 -0.42 0.2
-0.013104 0.105776 -0.42 0.22
-0.001512 0.113184 -0.42 0.24
0.011088 0.120016 -0.42 0.26
0.024696 0.126224 -0.42 0.28
0.039312 0.13176 -0.42 0.3
0.054936 0.136576 -0.42 0.32
0.071568 0.140624 -0.42 0.34
0.089208 0.143856 -0.42 0.36
0.107856 0.146224 -0.42 0.38
0.127512 0.14768 -0.42 0.4
0.148176 0.148176 -0.42 0.42
0.169848 0.147664 -0.42 0.44
0.192528 0.146096 -0.42 0.46
0.216216 0.143424 -0.42 0.48
0.240912 0.1396 -0.42 0.5
0.266616 0.134576 -0.42 0.52
0.293328 0.128304 -0.42 0.54
0.321048 0.120736 -0.42 0.56
0.349776 0.111824 -0.42 0.58
0.379512 0.10152 -0.42 0.6
0.410256 0.089776 -0.42 0.62
0.442008 0.076544 -0.42 0.64
0.474768 0.061776 -0.42 0.66
0.508536 0.045424 -0.42 0.68
0.543312 0.02744 -0.42 0.7
0.579096 0.007776 -0.42 0.72
0.615888 -0.013616 -0.42 0.74
0.653688 -0.036784 -0.42 0.76
0.692496 -0.061776 -0.42 0.78
0.732312 -0.08864 -0.42 0.8
0.773136 -0.117424 -0.42 0.82
0.814968 -0.148176 -0.42 0.84
0.857808 -0.180944 -0.42 0.86
0.901656 -0.215776 -0.42 0.88
0.946512 -0.25272 -0.42 0.9
0.992376 -0.291824 -0.42 0.92
1.039248 -0.333136 -0.42 0.94
1.087128 -0.376704 -0.42 0.96
1.136016 -0.422576 -0.42 0.98
1.185912 -0.4708 -0.42 1.0

1.136 0.52 -0.4 -1
1.08848 0.470792 -0.4 -0.98
1.04192 0.423936 -0.4 -0.96
0.99632 0.379384 -0.4 -0.94
0.95168 0.337088 -0.4 -0.92
0.908 0.297 -0.4 -0.9
0.86528 0.259072 -0.4 -0.88
0.82352 0.223256 -0.4 -0.86
0.78272 0.189504 -0.4 -0.84
0.74288 0.157768 -0.4 -0.82
0.704 0.128 -0.4 -0.8
0.66608 0.100152 -0.4 -0.78
0.62912 0.074176 -0.4 -0.76
0.59312 0.050024 -0.4 -0.74
0.55808 0.027648 -0.4 -0.72
0.524 0.007 -0.4 -0.7
0.49088 -0.011968 -0.4 -0.68
0.45872 -0.029304 -0.4 -0.66
0.42752 -0.045056 -0.4 -0.64
0.39728 -0.059272 -0.4 -0.62
0.368 -0.072 -0.4 -0.6
0.33968 -0.083288 -0.4 -0.58
0.31232 -0.093184 -0.4 -0.56
0.28592 -0.101736 -0.4 -0.54
0.26048 -0.108992 -0.4 -0.52
0.236 -0.115 -0.4 -0.5
0.21248 -0.119808 -0.4 -0.48
0.18992 -0.123464 -0.4 -0.46
0.16832 -0.126016 -0.4 -0.44
0.14768 -0.127512 -0.4 -0.42
0.128 -0.128 -0.4 -0.4
0.10928 -0.127528 -0.4 -0.38
0.09152 -0.126144 -0.4 -0.36
0.07472 -0.123896 -0.4 -0.34
0.05888 -0.120832 -0.4 -0.32
0.044 -0.117 -0.4 -0.3
0.03008 -0.112448 -0.4 -0.28
0.01712 -0.107224 -0.4 -0.26
0.00512 -0.101376 -0.4 -0.24
-0.00592 -0.094952 -0.4 -0.22
-0.016 -0.088 -0.4 -0.2
-0.02512 -0.080568 -0.4 -0.18
-0.03328 -0.072704 -0.4 -0.16
-0.04048 -0.064456 -0.4 -0.14
-0.04672 -0.055872 -0.4 -0.12
-0.052 -0.047 -0.4 -0.1
-0.05632 -0.037888 -0.4 -0.08
-0.05968 -0.028584 -0.4 -0.06
-0.06208 -0.019136 -0.4 -0.04
-0.06352 -0.009592 -0.4 -0.02
-0.064 2.96429547575e-16 -0.4 6.17561557448e-16
-0.06352 0.009592 -0.4 0.02
-0.06208 0.019136 -0.4 0.04
-0.05968 0.028584 -0.4 0.06
-0.05632 0.037888 -0.4 0.08
-0.052 0.047 -0.4 0.1
-0.04672 0.055872 -0.4 0.12
-0.04048 0.064456 -0.4 0.14
-0.03328 0.072704 -0.4 0.16
-0.02512 0.080568 -0.4 0.18
-0.016 0.088 -0.4 0.2
-0.00592 0.094952 -0.4 0.22
0.00512 0.101376 -0.4 0.24
0.01712 0.107224 -0.4 0.26
0.03008 0.112448 -0.4 0.28
0.044 0.117 -0.4 0.3
0.05888 0.120832 -0.4 0.32
0.07472 0.123896 -0.4 0.34
0.09152 0.126144 -0.4 0.36
0.10928 0.127528 -0.4 0.38
0.128 0.128 -0.4 0.4
0.14768 0.127512 -0.4 0.42
0.16832 0.126016 -0.4 0.44
0.18992 0.123464 -0.4 0.46
0.21248 0.119808 -0.4 0.48
0.236 0.115 -0.4 0.5
0.26048 0.108992 -0.4 0.52
0.28592 0.101736 -0.4 0.54
0.31232 0.093184 -0.4 0.56
0.33968 0.083288 -0.4 0.58
0.368 0.072 -0.4 0.6
0.39728 0.059272 -0.4 0.62
0.42752 0.045056 -0.4 0.64
0.45872 0.029304 -0.4 0.66
0.49088 0.011968 -0.4 0.68
0.524 -0.007 -0.4 0.7
0.55808 -0.027648 -0.4 0.72
0.59312 -0.050024 -0.4 0.74
0.62912 -0.074176 -0.4 0.76
0.66608 -0.100152 -0.4 0.78
0.704 -0.128 -0.4 0.8
0.74288 -0.157768 -0.4 0.82
0.78272 -0.189504 -0.4 0.84
0.82352 -0.223256 -0.4 0.86
0.86528 -0.259072 -0.4 0.88
0.908 -0.297 -0.4 0.9
0.95168 -0.337088 -0.4 0.92
0.99632 -0.379384 -0.4 0.94
1.04192 -0.423936 -0.4 0.96
1.08848 -0.470792 -0.4 0.98
1.136 -0.52 -0.4 1.0

1.085128 0.5668 -0.38 -1
1.039984 0.516656 -0.38 -0.98
0.995752 0.468864 -0.38 -0.96
0.952432 0.423376 -0.38 -0.94
0.910024 0.380144 -0.38 -0.92
0.868528 0.33912 -0.38 -0.9
0.827944 0.300256 -0.38 -0.88
0.788272 0.263504 -0.38 -0.86
0.749512 0.228816 -0.38 -0.84
0.711664 0.196144 -0.38 -0.82
0.674728 0.16544 -0.38 -0.8
0.638704 0.136656 -0.38 -0.78
0.603592 0.109744 -0.38 -0.76
0.569392 0.084656 -0.38 -0.74
0.536104 0.061344 -0.38 -0.72
0.503728 0.03976 -0.38 -0.7
0.472264 0.019856 -0.38 -0.68
0.441712 0.001584 -0.38 -0.66
0.412072 -0.015104 -0.38 -0.64
0.383344 -0.030256 -0.38 -0.62
0.355528 -0.04392 -0.38 -0.6
0.328624 -0.056144 -0.38 -0.58
0.302632 -0.066976 -0.38 -0.56
0.277552 -0.076464 -0.38 -0.54
0.253384 -0.084656 -0.38 -0.52
0.230128 -0.0916 -0.38 -0.5
0.207784 -0.097344 -0.38 -0.48
0.186352 -0.101936 -0.38 -0.46
0.165832 -0.105424 -0.38 -0.44
0.146224 -0.107856 -0.38 -0.42
0.127528 -0.10928 -0.38 -0.4
0.109744 -0.109744 -0.38 -0.38
0.092872 -0.109296 -0.38 -0.36
0.076912 -0.107984 -0.38 -0.34
0.061864 -0.105856 -0.38 -0.32
0.047728 -0.10296 -0.38 -0.3
0.034504 -0.099344 -0.38 -0.28
0.022192 -0.095056 -0.38 -0.26
0.010792 -0.090144 -0.38 -0.24
0.000304 -0.084656 -0.38 -0.22
-0.009272 -0.07864 -0.38 -0.2
-0.017936 -0.072144 -0.38 -0.18
-0.025688 -0.065216 -0.38 -0.16
-0.032528 -0.057904 -0.38 -0.14
-0.038456 -0.050256 -0.38 -0.12
-0.043472 -0.04232 -0.38 -0.1
-0.047576 -0.034144 -0.38 -0.08
-0.050768 -0.025776 -0.38 -0.06
-0.053048 -0.017264 -0.38 -0.04
-0.054416 -0.008656 -0.38 -0.02
-0.054872 2.67527666686e-16 -0.38 6.17561557448e-16
-0.054416 0.008656 -0.38 0.02
-0.053048 0.017264 -0.38 0.04
-0.050768 0.025776 -0.38 0.06
-0.047576 0.034144 -0.38 0.08
-0.043472 0.04232 -0.38 0.1
-0.038456 0.050256 -0.38 0.12
-0.032528 0.057904 -0.38 0.14
-0.025688 0.065216 -0.38 0.16
-0.017936 0.072144 -0.38 0.18
-0.009272 0.07864 -0.38 0.2
0.000304 0.084656 -0.38 0.22
0.010792 0.090144 -0.38 0.24
0.022192 0.095056 -0.38 0.26
0.034504 0.099344 -0.38 0.28
0.047728 0.10296 -0.38 0.3
0.061864 0.105856 -0.38 0.32
0.076912 0.107984 -0.38 0.34
0.092872 0.109296 -0.38 0.36
0.109744 0.109744 -0.38 0.38
0.127528 0.10928 -0.38 0.4
0.146224 0.107856 -0.38 0.42
0.165832 0.105424 -0.38 0.44
0.186352 0.101936 -0.38 0.46
0.207784 0.097344 -0.38 0.48
0.230128 0.0916 -0.38 0.5
0.253384 0.084656 -0.38 0.52
0.277552 0.076464 -0.38 0.54
0.302632 0.066976 -0.38 0.56
0.328624 0.056144 -0.38 0.58
0.355528 0.04392 -0.38 0.6
0.383344 0.030256 -0.38 0.62
0.412072 0.015104 -0.38 0.64
0.441712 -0.001584 -0.38 0.66
0.472264 -0.019856 -0.38 0.68
0.503728 -0.03976 -0.38 0.7
0.536104 -0.061344 -0.38 0.72
0.569392 -0.084656 -0.38 0.74
0.603592 -0.109744 -0.38 0.76
0.638704 -0.136656 -0.38 0.78
0.674728 -0.16544 -0.38 0.8
0.711664 -0.196144 -0.38 0.82
0.749512 -0.228816 -0.38 0.84
0.788272 -0.263504 -0.38 0.86
0.827944 -0.300256 -0.38 0.88
0.868528 -0.33912 -0.38 0.9
0.910024 -0.380144 -0.38 0.92
0.952432 -0.423376 -0.38 0.94
0.995752 -0.468864 -0.38 0.96
1.039984 -0.516656 -0.38 0.98
1.085128 -0.5668 -0.38 1.0

1.033344 0.6112 -0.36 -1
0.990576 0.560168 -0.36 -0.98
0.948672 0.511488 -0.36 -0.96
0.907632 0.465112 -0.36 -0.94
0.867456 0.420992 -0.36 -0.92
0.828144 0.37908 -0.36 -0.9
0.789696 0.339328 -0.36 -0.88
0.752112 0.301688 -0.36 -0.86
0.715392 0.266112 -0.36 -0.84
0.679536 0.232552 -0.36 -0.82
0.644544 0.20096 -0.36 -0.8
0.610416 0.171288 -0.36 -0.78
0.577152 0.143488 -0.36 -0.76
0.544752 0.117512 -0.36 -0.74
0.513216 0.093312 -0.36 -0.72
0.482544 0.07084 -0.36 -0.7
0.452736 0.050048 -0.36 -0.68
0.423792 0.030888 -0.36 -0.66
0.395712 0.013312 -0.36 -0.64
0.368496 -0.002728 -0.36 -0.62
0.342144 -0.01728 -0.36 -0.6
0.316656 -0.030392 -0.36 -0.58
0.292032 -0.042112 -0.36 -0.56
0.268272 -0.052488 -0.36 -0.54
0.245376 -0.061568 -0.36 -0.52
0.223344 -0.0694 -0.36 -0.5
0.202176 -0.076032 -0.36 -0.48
0.181872 -0.081512 -0.36 -0.46
0.162432 -0.085888 -0.36 -0.44
0.143856 -0.089208 -0.36 -0.42
0.126144 -0.09152 -0.36 -0.4
0.109296 -0.092872 -0.36 -0.38
0.093312 -0.093312 -0.36 -0.36
0.078192 -0.092888 -0.36 -0.34
0.063936 -0.091648 -0.36 -0.32
0.050544 -0.08964 -0.36 -0.3
0.038016 -0.086912 -0.36 -0.28
0.026352 -0.083512 -0.36 -0.26
0.015552 -0.079488 -0.36 -0.24
0.005616 -0.074888 -0.36 -0.22
-0.003456 -0.06976 -0.36 -0.2
-0.011664 -0.064152 -0.36 -0.18
-0.019008 -0.058112 -0.36 -0.16
-0.025488 -0.051688 -0.36 -0.14
-0.031104 -0.044928 -0.36 -0.12
-0.035856 -0.03788 -0.36 -0.1
-0.039744 -0.030592 -0.36 -0.08
-0.042768 -0.023112 -0.36 -0.06
-0.044928 -0.015488 -0.36 -0.04
-0.046224 -0.007768 -0.36 -0.02
-0.046656 2.40107933536e-16 -0.36 6.17561557448e-16
-0.046224 0.007768 -0.36 0.02
-0.044928 0.015488 -0.36 0.04
-0.042768 0.023112 -0.36 0.06
-0.039744 0.030592 -0.36 0.08
-0.035856 0.03788 -0.36 0.1
-0.031104 0.044928 -0.36 0.12
-0.025488 0.051688 -0.36 0.14
-0.019008 0.058112 -0.36 0.16
-0.011664 0.064152 -0.36 0.18
-0.003456 0.06976 -0.36 0.2
0.005616 0.074888 -0.36 0.22
0.015552 0.079488 -0.36 0.24
0.026352 0.083512 -0.36 0.26
0.038016 0.086912 -0.36 0.28
0.050544 0.08964 -0.36 0.3
